Time;Acel Long;Presión CIL;Presión TUB;Longitude;Latitude;Z;Velocity;Direction;Used satellites;CIL KPA;TUB KPA;Acel Long/IIR Filter;DEP KPA;BAL KPA;Ac Corregida;Ac C/ Sg Corregido;Presión Cil.;Filt Press;Presión Diff.;Aceleración;Velocidad Filt;Velocity Simp;Velocity RK4;Distancia;ACrms2;Ac Jerk;Tiempo
s;m/s2;V;V;';';m;km/h;deg.;-;kPa;kPa;m/s2;kPa;kPa;m/s2;m/s2;Kg/cm2;Kg/cm2;Kg/cm2/s;m/s2;Km/h;m/s;;m;m2/s4;m/s3;s
0;-0,56792766;1,3126171;3,1424785;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,4042556;494,6196;-0,85699189;0;0;-0,170763198940397;0,170763198940397;0,5474450207603;;2,48622012079991E-02;;61,8592066647666;0;;;0;0,318455411640087;-10,14
0,01;-1,3062363;1,3141;3,1434095;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,7749965;494,85236;-0,87295157;0;0;-0,909071838940397;0,909071838940397;0,5512631813;;0,017312908132;;61,8592066647666;64,1279118295714;;;0;0,318523873452366;-10,13
0,02;-0,81620073;1,3141048;3,1438911;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,7761886;494,97275;-0,88660365;0;0;-0,419036268940397;0,419036268940397;0,5512755403064;;3,59183623499737E-03;;61,8592066647666;64,1279118295714;84,9594874256123;;0;0,318745825632806;-10,12
0,03;-0,72410017;1,3134742;3,1429553;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,6185343;494,7388;-0,89490342;0;0;-0,326935708940397;0,326935708940397;0,5496518758406;;1,23693055720009E-02;;61,8592066647666;64,1279118295714;84,9883827433615;;0;0,318081183680578;-10,11
0,04;-1,0161378;1,3148046;3,1443906;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,9511282;495,09763;-0,89760941;0;0;-0,618973338940398;0,618973338940398;0,5530773804478;;-2,18857404999995E-02;;61,8592066647666;64,1279118295714;85,0132717043906;;0;0,318148858874703;-10,1
0,05;-0,68756318;1,3140213;3,1435835;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,755327;494,89587;-0,89676648;0;0;-0,290398718940397;0,290398718940397;0,5510605450909;;-5,15473558600266E-03;;61,8592066647666;64,1279118295714;85,0335742766998;;0;0,317108665593732;-10,09
0,06;-1,0679877;1,3146663;3,144244;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,9165576;495,06097;-0,89436561;0;0;-0,670823238940397;0,670823238940397;0,5527212865759;;-2,21921408670023E-02;;61,8592066647666;64,1279118295714;85,0558376499689;;0;0,317135063814472;-10,08
0,07;-0,49706298;1,3138008;3,1428885;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,7001927;494,72211;-0,89094901;0;0;-9,98985189403974E-02;9,98985189403974E-02;0,5504928032344;;3,16158832469982E-02;;61,8592066647666;64,1279118295714;85,078284778158;;0;0,316442373288746;-10,07
0,08;-1,1824993;1,3136077;3,1432283;-3672,0266;-1802,12845;69,199997;61,830002;331,5;10;1,6519129;494,80704;-0,8858937;0;0;-0,785334838940397;0,785334838940397;0,549995610706099;;3,48369492900047E-02;;61,8592066647666;64,1279118295714;85,0990681027472;;0;0,315565504350076;-10,06
