Time;Acel Long;Presión CIL;Presión TUB;Longitude;Latitude;Z;Velocity;Direction;Used satellites;CIL KPA;TUB KPA;Acel Long/IIR Filter;DEP KPA;BAL KPA;Ac Corregida;Ac C/ Sg Corregido;Presión Cil.;Filt Press;Presión Diff.;Aceleración;Velocidad Filt;Velocity Simp;Velocity RK4;Distancia;ACrms2;Ac Jerk;Tiempo
0,09;-0,88952154;1,3705432;3,1431925;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,885799;494,7981;-0,74582177;0;0;-0,494261450331126;0,494261450331126;0,6965927375576;;1,65816669200125E-03;;28,8622956727781;30,7144804680186;40,6731415136051;;0;0,235250834917192;-38,56
0,1;-0,91058117;1,3704014;3,1437695;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,850335;494,94235;-0,74978566;0;0;-0,515321080331126;0,515321080331126;0,6962276319102;;-1,10819090719994E-02;;28,8622956727781;30,7144804680186;40,687960526261;;0;0,235735782820757;-38,55
0,11;-0,52476251;1,3705516;3,1433749;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,887886;494,84372;-0,74955302;0;0;-0,129502420331126;0,129502420331126;0,6966143658188;;-4,99381102349994E-02;;28,8622956727781;30,7144804680186;40,7078416025969;;0;0,236077985535621;-38,54
0,12;-0,6410017;1,3711238;3,1433535;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;16,030937;494,83835;-0,74596518;0;0;-0,245741610331126;0,245741610331126;0,698087662373399;;-3,00504091029985E-02;;28,8622956727781;30,7144804680186;40,7276944749728;;0;0,235962682371798;-38,53
0,13;-0,89006215;1,3704538;3,1434453;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,863448;494,8613;-0,74167937;0;0;-0,494802060331126;0,494802060331126;0,6963625510634;;-1,71867432750006E-02;;28,8622956727781;30,7144804680186;40,7399352853486;;0;0,236094713123478;-38,52
0,14;-0,73440671;1,3708174;3,1436503;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,954345;494,91254;-0,73851991;0;0;-0,339146620331126;0,339146620331126;0,6972987457982;;5,77011111300152E-03;;28,8622956727781;30,7144804680186;40,7533247377645;;0;0,236349474104811;-38,51
0,15;-0,63418549;1,3708949;3,1437731;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,973717;494,94324;-0,73641294;0;0;-0,238925400331126;0,238925400331126;0,697498292255699;;3,96003163400271E-03;;28,8622956727781;30,7144804680186;40,7722186459804;;0;0,236293363538291;-38,5
0,16;-0,83015037;1,3688982;3,1424356;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,474527;494,60886;-0,73462439;0;0;-0,434890280331126;0,434890280331126;0,6923572030726;;1,09557442149988E-02;;28,8622956727781;30,7144804680186;40,7891628943963;;0;0,236585152771162;-38,49
0,17;-0,76966274;1,3707137;3,1436539;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,928417;494,91345;-0,73297238;0;0;-0,374402650331126;0,374402650331126;0,6970317397641;;-5,18099847460007E-02;;28,8622956727781;30,7144804680186;40,8041855468122;;0;0,236983068172031;-38,48
0,18;-0,56429625;1,3705719;3,14412;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,892952;495,02997;-0,73186648;0;0;-0,169036160331126;0,169036160331126;0,6966666341167;;-5,31179795900227E-03;;28,8622956727781;30,7144804680186;40,8219828501481;;0;0,236734605502822;-38,47
0,19;-0,92260349;1,3706076;3,1433821;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,901893;494,84549;-0,73181808;0;0;-0,527343400331126;0,527343400331126;0,6967585542268;;-3,61269205830017E-02;;28,8622956727781;30,7144804680186;40,838215631044;;0;0,236814707688971;-38,46
0,2;-0,77992225;1,369971;3,1434226;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,742748;494,85562;-0,73296845;0;0;-0,384662160331126;0,384662160331126;0,695119441003;;2,54466792189989E-02;;28,8622956727781;30,7144804680186;40,8530934514999;;0;0,237247301296256;-38,45
0,21;-0,50343257;1,3686121;3,1417871;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,403002;494,44675;-0,73506588;0;0;-0,108172480331126;0,108172480331126;0,6916205547953;;8,37837642199801E-03;;28,8622956727781;30,7144804680186;40,8723940729558;;0;0,237478140863611;-38,44
0,22;-0,76245874;1,3699567;3,1432688;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,739172;494,81717;-0,73773426;0;0;-0,367198650331126;0,367198650331126;0,6950826214631;;1,66357375729986E-02;;28,8622956727781;30,7144804680186;40,8892521553717;;0;0,237330639557765;-38,43
0,23;-0,967884;1,3697863;3,1433165;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,696555;494,8291;-0,74021524;0;0;-0,572623910331126;0,572623910331126;0,694643876735899;;0,013350301705003;;28,8622956727781;30,7144804680186;40,9008706246276;;0;0,237468698438256;-38,42
0,24;-0,608096;1,3710415;3,1444216;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;16,010372;495,10538;-0,74122989;0;0;-0,212835910331126;0,212835910331126;0,6978757569095;;-1,61439521099982E-02;;28,8622956727781;30,7144804680186;40,9178529489235;;0;0,237753395174136;-38,41
0,25;-0,73687464;1,3710487;3,144002;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;16,012161;495,00046;-0,74012285;0;0;-0,341614550331126;0,341614550331126;0,6978942954191;1,83543672627325E-02;1,07368868099811E-03;0,343490546926361;28,8622956727781;30,7165414113001;40,9385563374994;;0,11798575582777;8,76144233529271E-03;-38,4
0,26;-0,8349452;1,3693237;3,1431305;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,580922;494,78262;-0,73793817;0;0;-0,439685110331126;0,439685110331126;0,6934527774941;1,39238651141276E-02;0,061849102653001;0,3431768207925;28,869955050375;30,7268442453511;40,9546352608753;;0,117770330329248;9,13553709738879E-03;-38,39
0,27;-0,61866111;1,3687015;3,1422687;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,425354;494,56714;-0,73667032;0;0;-0,223401020331126;0,223401020331126;0,6918507412895;1,23344643607834E-02;1,75858361899994E-02;0,343794174758819;28,8784105849582;30,7392041973803;40,9706642623312;;0,118194434598098;8,77092758307711E-03;-38,38
0,28;-0,74538308;1,3703656;3,1437969;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,841394;494,94922;-0,73760641;0;0;-0,350122990331126;0,350122990331126;0,6961354543208;1,66267175113794E-02;-1,93984904620004E-02;0,343918603329564;28,8876555419305;30,7515778301192;40,9879968918271;;0,118280005716158;8,57992926578718E-03;-38,37
0,29;-0,93684691;1,3692045;3,1429923;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,55112;494,74805;-0,7404716;0;0;-0,541586820331126;0,541586820331126;0,6931458621685;1,36279347942017E-02;1,59920393230006E-02;0,343233813542272;28,8976696126376;30,7639540445289;41,002836213523;;0,117809450758771;9,33026605375128E-03;-38,36
0,3;-0,56322682;1,3709593;3,144089;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,98981;495,02222;-0,74387527;0;0;-0,167966730331126;0,167966730331126;0,6976641089249;1,81512812704253E-02;-4,93253095010015E-02;0,343134134929872;28,9084189102938;30,7763139724835;41,0204190193788;;0,117741034554071;9,79154305073719E-03;-38,35
0,31;-0,46869361;1,3689375;3,1427503;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,484363;494,68753;-0,74643707;0;0;-7,34335203311258E-02;7,34335203311258E-02;0,6924583924375;1,29405325692246E-02;1,33219789820027E-02;0,343396414091895;28,9198563168177;30,7886689730876;41,0396341797147;;0,117921097211173;9,55957161325882E-03;-38,34
0,32;-0,99449056;1,3706028;3,1437624;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,900701;494,94055;-0,74711478;0;0;-0,599230470331126;0,599230470331126;0,696746195220399;1,72372498879337E-02;-1,82604319559976E-02;0,343298252802189;28,9319221168489;30,8010290813522;41,0510456253306;;0,117853690377036;9,50947897579191E-03;-38,33
0,33;-0,91504693;1,3703048;3,1436658;-3671,54408;-1802,90247;68,900002;28,82;331,70001;10;15,826195;494,91641;-0,74464679;0;0;-0,519786840331126;0,519786840331126;0,6959789069064;1,64832614482416E-02;-1,9645670589985E-03;0,34331227305041;28,9445449069503;30,8133884915423;41,0620143962265;;0,117863316827039;9,49716859620309E-03;-38,32
0,34;-0,57416797;1,3704145;3,1438792;-3671,54408;-1802,90247;68,900002;28,868334;331,71667;10;15,853613;494,96976;-0,73832047;0;0;-0,178907880331126;0,178907880331126;0,6962613616985;1,67889542851923E-02;7,92006326799988E-03;0,343366058404343;28,9576428193313;30,8257479719628;41,0835145718424;;0,117900250064135;9,48239119959249E-03;-38,31
0,35;-0,78511667;1,3710904;3,1446624;-3671,54410749999;-1802,90241937501;68,900002;28,916666;331,73334;10;16,022593;495,16556;-0,73005641;0;0;-0,389856580331126;0,389856580331126;0,6980016642872;1,85642041637787E-02;-3,22595814969972E-02;0,34265772415753;28,9711249532496;30,8381045773477;41,1053271162183;;0,117414315924818;9,88801464702423E-03;-38,3
0,36;-0,80451924;1,3717258;3,144803;-3671,54413499999;-1802,90236875001;68,900002;28,965;331,75;10;16,181438;495,20074;-0,72434807;0;0;-0,409259150331126;0,409259150331126;0,6996376877594;2,02448506139159E-02;-5,05534857620038E-02;0,342591135583128;28,9849846267553;30,8504441058914;41,1205366263942;;0,117368686180137;1,00837283021276E-02;-38,29
0,37;-0,60743791;1,3693845;3,1429207;-3671,54416249999;-1802,90231812501;68,900002;29,013334;331,76666;10;15,596121;494,73016;-0,72513676;0;0;-0,212177820331126;0,212177820331126;0,6936093249085;1,42708496697804E-02;-6,93649234200233E-03;0,343126082064059;28,999125562075;30,8627809959827;41,1369511886901;;0,117735508192631;9,79529487452798E-03;-38,28
0,38;-0,77667868;1,3696122;3,1433034;-3671,54418999999;-1802,90226750001;68,900002;29,061666;331,78333;10;15,653044;494,82584;-0,73289865;0;0;-0,381418590331126;0,381418590331126;0,6941956052746;1,49278845947037E-02;-2,30804444520005E-02;0,342895695698323;29,013456940459;30,87512894294;41,153997821106;;0,117577458128437;9,81858205208593E-03;-38,27
0,39;-0,91076922;1,3698256;3,1434524;-3671,54421749999;-1802,90221687501;68,900002;29,110001;331,79999;10;15,706389;494,86307;-0,744394;0;0;-0,515509130331126;0,515509130331126;0,6947450661008;1,55613592836397E-02;-2,44322107770012E-02;0,342379304003799;29,0278960421758;30,8874714719531;41,1685782216819;;0,117223587810126;1,03258299405415E-02;-38,26
0,4;-0,45262861;1,3690436;3,1427658;-3671,54424499999;-1802,90216625001;68,900002;29,118731;331,77271;10;15,510886;494,69141;-0,75473022;0;0;-5,73685203311258E-02;5,73685203311258E-02;0,6927315779748;1,36382579334094E-02;-0,015469356344;0,342632401396092;29,0423707121663;30,8998017438318;41,1864645112578;;0,117396962486453;1,01079109043088E-02;-38,25
0,41;-0,67531759;1,3694549;3,1434691;-3671,54427249999;-1802,90211562501;68,900002;29,127462;331,74545;10;15,613705;494,86725;-0,75997376;0;0;-0,280057500331126;0,280057500331126;0,6937905903357;1,47998550370015E-02;9,73014274699868E-03;0,342761704203067;29,0568215757059;30,9121357675146;41,2041021757137;;0,117485585868191;9,75363279990038E-03;-38,24
0,42;-1,0492785;1,3698936;3,1436932;-3671,54429999999;-1802,902065;68,900002;29,136192;331,71817;10;15,723377;494,92328;-0,75835747;0;0;-0,654018410331126;0,654018410331126;0,6949201520248;1,60443448969583E-02;2,5464702769995E-03;0,342472204876794;29,0712039305533;30,9244726760531;41,2150258197696;;0,117287211113173;9,88950035667983E-03;-38,23
0,43;-0,68524802;1,3702285;3,1439996;-3671,54432749999;-1802,902014375;68,900002;29,144924;331,69089;10;15,807121;494,99988;-0,75017571;0;0;-0,289987930331126;0,289987930331126;0,6957824502005;1,70182288385403E-02;2,06575642389983E-02;0,342745627460572;29,0854892950114;30,9368050529601;41,2302838429455;;0,117474565143341;9,74838717893978E-03;-38,22
0,44;-0,58949256;1,3707221;3,1443942;-3671,54435499999;-1802,90196375;68,900002;29,153654;331,66364;10;15,930503;495,09851;-0,73802596;0;0;-0,194232470331126;0,194232470331126;0,6970533680253;1,84058383245151E-02;-5,56490011090016E-02;0,342666715761857;29,0996665145161;30,949141781543;41,2528208299614;;0,117420478091018;9,64306202026148E-03;-38,21
0,45;-0,74990761;1,3698375;3,1438613;-3671,54438249999;-1802,901913125;68,900002;29,162386;331,63635;10;15,70937;494,9653;-0,72666597;0;0;-0,354647520331126;0,354647520331126;0,6947757061375;1,62380947403557E-02;9,66834771499614E-03;0,342183088776543;29,1137424672689;30,9614753550187;41,2699595508573;;0,117089266244655;9,7282198256442E-03;-38,2
0,46;-0,83486295;1,3697624;3,1434286;-3671,54440999999;-1802,9018625;68,900002;29,171116;331,6091;10;15,690595;494,85712;-0,72064757;0;0;-0,439602860331126;0,439602860331126;0,6945823391832;1,61524114231586E-02;-3,78134099979987E-02;0,342618871068252;29,1276515359445;30,9737994626703;41,2823567555532;;0,117387690812083;9,41632555203472E-03;-38,19
0,47;-0,55078143;1,3691151;3,1431532;-3671,54443749999;-1802,901811875;68,900002;29,179848;331,58182;10;15,528768;494,78827;-0,72139996;0;0;-0,155521340331126;0,155521340331126;0,692915675674299;0,014591187338067;3,03825574000216E-03;0,343221966399422;29,1414293911378;30,986134745907;41,2984743200091;;0,117801318219086;9,1859483020735E-03;-38,18
0,48;-0,87897998;1,3687158;3,1425774;-3671,54446499999;-1802,90176125;68,900002;29,188578;331,55453;10;15,42893;494,64432;-0,72679216;0;0;-0,483719890331126;0,483719890331126;0,6918875608294;1,36576465314959E-02;9,85115801800052E-03;0,34295287886349;29,1551200439011;30,9984855036002;41,3151468149849;;0,117616677120756;9,39223227348092E-03;-38,17
0,49;-0,78904182;1,3688767;3,1426752;-3671,54449249999;-1802,901710625;68,900002;29,197309;331,52728;10;15,469163;494,66876;-0,73307055;0;0;-0,393781730331126;0,393781730331126;0,6923018450231;1,41547337925736E-02;9,79193777900123E-03;0,342622784427128;29,1687740789044;31,0108314411979;41,3299592001608;;0,117390372408598;9,40613670621023E-03;-38,16
0,5;-0,49628735;1,3684428;3,1425345;-3671,54452;-1802,90166;68,900002;29,206039;331,5;10;15,360682;494,63361;-0,73718327;0;0;-0,101027260331126;0,101027260331126;0,6911846423404;1,31050393410844E-02;2,16694578880006E-02;0,343372337990383;29,1824466906296;31,0231723393252;41,3481601143767;;0,117904562496982;8,85713756962262E-03;-38,15
0,51;-0,88972133;1,3698328;3,1441891;-3671,54452;-1802,90166;68,900002;29,205435;331,5;10;15,708178;495,04724;-0,73804438;0;0;-0,494461240331126;0,494461240331126;0,6947636046104;1,67443051281158E-02;-4,14387185419995E-02;0,343240570709016;29,1961955467126;31,0355284555678;41,3646278417126;;0,117814089380651;8,7968656073214E-03;-38,14
0,52;-0,90659726;1,3699925;3,1437337;-3671,54452;-1802,90166;68,900002;29,204832;331,5;10;15,748113;494,93341;-0,7362504;0;0;-0,511337170331126;0,511337170331126;0,6951747990525;1,71983179417553E-02;7,92006326799877E-03;0,343304370946366;29,2100785934435;31,0478862895184;41,3777114116085;;0,11785789111088;8,70596418737302E-03;-38,13
0,53;-0,6232326;1,3710308;3,1442392;-3671,54452000006;-1802,90165999986;68,900002;29,204227;331,5;10;16,00769;495,05978;-0,73330516;0;0;-0,227972510331126;0,227972510331126;0,6978482066244;1,99023984426392E-02;-2,83922424109973E-02;0,343899156019115;29,2241518066591;31,0602484327815;41,3969268545444;;0,11826662951066;8,4582000737804E-03;-38,12
0,54;-0,54063946;1,3685608;3,142854;-3671,54454411771;-1802,90161411752;68,904999;29,203625;331,5;10;15,390187;494,71347;-0,731354;0;0;-0,145379370331126;0,145379370331126;0,6914884679144;1,35447589205862E-02;3,64642184659991E-02;0,343529932864714;29,2384669927365;31,0726230183488;41,4178681516403;;0,118012814774035;8,74554314824623E-03;-38,11
0,55;-0,93218136;1,370213;3,144412;-3671,54456823535;-1802,90156823517;68,910004;29,20302;331,5;10;15,803247;495,103;-0,73233849;0;0;-0,536921270331126;0,536921270331126;0,695742540908999;1,77986369292754E-02;-9,05297218799728E-03;0,343499025559157;29,2530697000781;31,0849921258271;41,4312200903762;;0,117991580560091;8,58812440026805E-03;-38,1
0,56;-0,75943851;1,3682938;3,1427395;-3671,544592353;-1802,90152235282;68,915001;29,202415;331,5;10;15,32343;494,68484;-0,73625892;0;0;-0,364178420331126;0,364178420331126;0,6908009981834;1,28328458147717E-02;4,88335240380011E-02;0,344565482641594;29,2680174836272;31,0973646749335;41,4438879206321;;0,118725371828035;7,79490832307154E-03;-38,09
0,57;-0,68683451;1,3692331;3,1429636;-3671,54461647064;-1802,90147647047;68,919998;29,201813;331,5;10;15,558272;494,74088;-0,74092638;0;0;-0,291574420331126;0,291574420331126;0,6932195012483;0,015230499623461;3,08485949330028E-02;0,345408847852417;29,2833394594038;31,1097676937574;41,462888724608;;0,119307272174734;7,62650715593494E-03;-38,08
0,58;-0,88372779;1,3690984;3,1428576;-3671,54464058829;-1802,90143058812;68,925003;29,201208;331,5;10;15,524595;494,71436;-0,74405354;0;0;-0,488467700331126;0,488467700331126;0,6928726766312;1,48457188198419E-02;7,55186786900119E-03;0,344638005092388;29,2990554076247;31,1221927270323;41,4815709549839;;0,118775354554061;7,9373852638431E-03;-38,07
0,59;-0,61557031;1,369257;3,1435061;-3671,54466470593;-1802,90138470577;68,93;29,200605;331,5;10;15,564233;494,8765;-0,74518061;0;0;-0,220310220331126;0,220310220331126;0,693281038801;1,52088458828916E-02;2,93114435120023E-02;0,344635485898034;29,3151747947921;31,134604305157;41,4988004945198;;0,118773618140174;7,92183305376637E-03;-38,06
0,6;-0,58066684;1,3692844;3,1432998;-3671,54468882358;-1802,90133882342;68,934998;29,200001;331,5;10;15,571087;494,82492;-0,74547732;0;0;-0,185406750331126;0,185406750331126;0,6933515881292;1,52318583878836E-02;7,30468774099991E-03;0,345474147649798;29,3315942393765;31,147016229735;41,5166663350157;;0,119352386694354;7,65316933966261E-03;-38,05
0,61;-0,92353189;1,3682234;3,1417239;-3671,54471294122;-1802,90129294108;68,940002;29,2432;331,51001;10;15,305846;494,43094;-0,74599165;0;0;-0,528271800331126;0,528271800331126;0,6906197327562;1,24387715856145E-02;1,25546906679996E-02;0,345221825840337;29,3482920396766;31,159446753149;41,5300402737116;;0,119178109036536;7,72812374082643E-03;-38,04
0,62;-0,83727211;1,3703001;3,1438172;-3671,54473705887;-1802,90124705873;68,945;29,2864;331,51999;10;15,825003;494,95428;-0,74626845;0;0;-0,442012020331126;0,442012020331126;0,695966805379299;1,77353155776719E-02;-0,019552978041999;0,34562123507744;29,3652282849139;31,1718786492656;41,5434730199675;;0,119454038136455;7,42369916735467E-03;-38,03
0,63;-0,569996;1,3699281;3,1439483;-3671,54476117651;-1802,90120117638;68,950005;29,329601;331,53;10;15,732019;494,98706;-0,74504006;0;0;-0,174735910331126;0,174735910331126;0,6950089823833;1,67274625386429E-02;-2,14737736200177E-03;0,34605562154238;29,3823465055515;31,1843212235917;41,5636805684234;;0,119754493201083;7,29906842237471E-03;-38,02
0,64;-0,66994691;1,369977;3,1437802;-3671,54478529416;-1802,90115529403;68,955002;29,372801;331,54001;10;15,744239;494,94504;-0,7421363;0;0;-0,274686820331126;0,274686820331126;0,695134889761;1,68075290580654E-02;-2,99268190390012E-02;0,345791557830267;29,3995757124769;31,1967750352662;41,5827249494392;;0,119571801466683;7,30727267095921E-03;-38,01
0,65;-0,88872242;1,3698614;3,143568;-3671,5448094118;-1802,90110941168;68,959999;29,416;331,54999;10;15,71533;494,892;-0,73879671;0;0;-0,493462330331126;0,493462330331126;0,6948372436902;0,016465664352295;-2,76275288900063E-03;0,345888429278601;29,416832756563;31,209225696959;41,5955189973751;;0,119638805508818;7,07499262214395E-03;-38
0,66;-0,72273695;1,3701904;3,144325;-3671,54483352945;-1802,90106352933;68,965004;29,4592;331,56;10;15,797585;495,08124;-0,73614115;0;0;-0,327476860331126;0,327476860331126;0,6956843505872;1,72824656526384E-02;0,014272077598998;0,347002207452718;29,4340877105031;31,2216837818534;41,610129859951;;0,120410531977059;6,66994160165731E-03;-37,99
0,67;-0,70379269;1,3704312;3,1444538;-3671,54485764709;-1802,90101764699;68,970001;29,502399;331,57001;10;15,857785;495,1134;-0,73440218;0;0;-0,308532600331126;0,308532600331126;0,6963043607416;1,78758060886166E-02;-0,026857665783;0,347038693068739;29,4512468220653;31,2341693975664;41,6291989200469;;0,120435854486858;6,63827098531363E-03;-37,98
0,68;-0,9079017;1,3693917;3,1434095;-3671,54488176473;-1802,90097176464;68,974998;29,545601;331,58002;10;15,597909;494,85236;-0,73368603;0;0;-0,512641610331126;0,512641610331126;0,6936278634181;1,51746176839199E-02;-6,29279409199768E-03;0,346099123015138;29,4682162322572;31,2466569341828;41,6466823038628;;0,119784602951848;6,96654376564025E-03;-37,97
0,69;-0,51631278;1,3703954;3,1441128;-3671,54490588238;-1802,90092588229;68,980003;29,5888;331,59;10;15,848845;495,02817;-0,73456591;0;0;-0,121052690331126;0,121052690331126;0,6962121831522;1,77451292846894E-02;-3,37014655769996E-02;0,346570849589407;29,4849037798328;31,2591249703911;41,6641685079187;;0,120111353785124;6,69803790957972E-03;-37,96
0,7;-0,66722041;1,3695681;3,1436074;-3671,54493;-1802,90088;68,985001;29,632;331,60001;10;15,642016;494,90182;-0,73753691;0;0;-0,271960320331126;0,271960320331126;0,6940820569033;1,56055556351185E-02;-2,80240470119997E-02;0,347174643396826;29,5012207705624;31,2716023133797;41,6816269300546;;0,120530233017713;6,23816397002541E-03;-37,95
0,71;-0,97401857;1,368711;3,1425226;-3671,54493;-1802,90088;68,989998;29,6318;331,60001;10;15,427738;494,63062;-0,7418828;0;0;-0,578758480331126;0,578758480331126;0,691875201823;1,33963286932037E-02;2,35413323990019E-02;0,347004482943636;29,5170836236116;31,2840959568165;41,6939474177905;;0,12041211118298;6,04498089725229E-03;-37,94
0,72;-0,77075571;1,3695407;3,14394;-3671,54493;-1802,90088;68,995003;29,631599;331,60001;10;15,635162;494,98495;-0,74541229;0;0;-0,375495620331126;0,375495620331126;0,6940115075751;1,55370844463536E-02;2,67340757190016E-02;0,347015725718886;29,5324154290118;31,2965892066218;41,7088721995264;;0,120419913896205;5,9589496327006E-03;-37,93
0,73;-0,583076;1,3698447;3,1436908;-3671,54493;-1802,90088;69;29,631399;331,60001;10;15,711158;494,92267;-0,74614698;0;0;-0,187815910331126;0,187815910331126;0,6947942446471;1,63301952073362E-02;1,37802921360009E-02;0,347374315204397;29,547147293963;31,309083856828;41,7305318743423;;0,120668914863724;5,86975599342976E-03;-37,92
0,74;-0,74693435;1,3688147;3,1431377;-3671,54496117641;-1802,90082882361;69;29,631199;331,60001;10;15,453666;494,78439;-0,744313;0;0;-0,351674260331126;0,351674260331126;0,6921422078571;1,36907212998288E-02;2,38812050749993E-02;0,346745906228477;29,5612195329391;31,3215834101845;41,7487426619182;;0,120232723486208;6,06105104054666E-03;-37,91
0,75;-0,90987605;1,3697541;3,1437111;-3671,54499235289;-1802,90077764713;69;29,631001;331,60001;10;15,688508;494,92773;-0,74193454;0;0;-0,514615960331126;0,514615960331126;0,6945609684013;0,016128110735112;2,98032289749983E-02;0,346983794572264;29,5745825894517;31,3340714605927;41,7619762823341;;0,120397753695767;5,61999279383078E-03;-37,9
0,76;-0,60018694;1,3707447;3,1445146;-3671,54502352937;-1802,90072647064;69;29,6308;331,60001;10;15,936166;495,12863;-0,7407614;0;0;-0,204926850331126;0,204926850331126;0,6971115583471;1,87051241991586E-02;-6,43337778980013E-02;0,347711987990137;29,5872815228926;31,3465658190277;41,77884564703;;0,120903626592053;5,26975397890335E-03;-37,89
0,77;-0,78565723;1,3693881;3,1431139;-3671,54505470585;-1802,90067529416;69;29,6306;331,60001;10;15,597015;494,77844;-0,74129099;0;0;-0,390397140331126;0,390397140331126;0,6936185941633;0,015230215615653;0,013934779715995;0,346940344309539;29,5993154245641;31,3590744515728;41,7978756434059;;0,120367602509621;5,49286705643026E-03;-37,88
0,78;-0,82214725;1,3691473;3,1432831;-3671,54508588233;-1802,90062411768;69;29,6304;331,60001;10;15,536815;494,82077;-0,74317956;0;0;-0,426887160331126;0,426887160331126;0,6929985840089;1,46389876348907E-02;8,59465903399803E-03;0,346377579016935;29,6106851272358;31,3715655572383;41,8136540450218;;0,119977427245633;5,60589142906628E-03;-37,87
